"PaperID","Title","Authors","Abstract","SubmissionDate","OriginallyAnnounced","DOI"
"arXiv:2502.05764","Coevolutionary dynamics of feedback-evolving games in structured populations","Qiushuang Wang, Xiaojie Chen, Attila Szolnoki","The interdependence between an individual strategy decision and the resulting change of environmental state is often a subtle process. Feedback-evolving games have been a prevalent framework for studying such feedback in well-mixed populations, yielding important insights into the coevolutionary dynamics. However, since real populations are usually structured, it is essential to explore how population structure affects such coevolutionary dynamics. Our work proposes a coevolution model of strategies and environmental state in a structured population depicted by a regular graph. We investigate the system dynamics, and theoretically demonstrate that there exist different evolutionary outcomes including oscillation, bistability, the coexistence of oscillation and dominance, as well as the coexistence of cooperation and defection. Our theoretical predictions are validated through numerical calculations. By using Monte Carlo simulations we examine how the number of neighbors influences the coevolutionary dynamics, particularly the size of the attractive domain of the replete environmental state in the cases of bistability or cooperation-defection coexistence. Specifically, in the case of bistability, a larger neighborhood size may be beneficial to save the environment when the environmental enhancement rate by cooperation / degradation rate by defection is high. Conversely, if this ratio is low, a smaller neighborhood size is more beneficial. In the case of cooperator-defector coexistence, environmental maintenance is basically influenced by individual payoffs. When the ratio of temptation minus reward versus punishment minus sucker's payoff is high, a larger neighborhood size is more favorable. In contrast, when the mentioned ratio is low, a smaller neighborhood size is more advantageous.",2025-02-09,2025-02-09,"https://doi.org/10.48550/arXiv:2502.05764"
"arXiv:2502.05814","Topological Time Frequency Analysis of Functional Brain Signals","Moo K. Chung, Aaron F. Struck","We present a novel topological framework for analyzing functional brain signals using time-frequency analysis. By integrating persistent homology with time-frequency representations, we capture multi-scale topological features that characterize the dynamic behavior of brain activity. This approach identifies 0D (connected components) and 1D (loops) topological structures in the signal's time-frequency domain, enabling robust extraction of features invariant to noise and temporal misalignments. The proposed method is demonstrated on resting-state functional magnetic resonance imaging (fMRI) data, showcasing its ability to discern critical topological patterns and provide insights into functional connectivity. This topological approach opens new avenues for analyzing complex brain signals, offering potential applications in neuroscience and clinical diagnostics.",2025-04-21,2025-02-09,"https://doi.org/10.48550/arXiv:2502.05814"
"arXiv:2502.05872","Flexible inference of evolutionary accumulation dynamics using uncertain observational data","Jessica Renz, Morten Brun, Iain G. Johnston","Understanding and predicting evolutionary accumulation pathways is a key objective in many fields of research, ranging from classical evolutionary biology to diverse applications in medicine. In this context, we are often confronted with the problem that data is sparse and uncertain. To use the available data as best as possible, inference approaches that can handle this uncertainty are required. One way that allows us to use not only cross-sectional data, but also phylogenetic related and longitudinal data, is using `hypercubic inference' models. In this article we introduce HyperLAU, a new algorithm for hypercubic inference that makes it possible to use datasets including uncertainties for learning evolutionary pathways. Expanding the flexibility of accumulation modelling, HyperLAU allows us to infer dynamic pathways and interactions between features, even when large sets of particular features are unobserved across the source dataset. We show that HyperLAU is able to highlight the main pathways found by other tools, even when up to 50% of the features in the input data are uncertain. Additionally, we demonstrate how it can help to overcome possible biases that can occur then reducing the used data by excluding uncertain parts. We illustrate the approach with a case study on multidrug resistance in tuberculosis, showing that HyperLAU allows more flexible data and provides new information about evolutionary pathways compared to existing approaches.",2025-06-23,2025-02-09,"https://doi.org/10.48550/arXiv:2502.05872"
"arXiv:2502.05896","Complexity and accessibility of random landscapes","Sakshi Pahujani, Joachim Krug","These notes introduce probabilistic landscape models defined on high-dimensional discrete sequence spaces. The models are motivated primarily by fitness landscapes in evolutionary biology, but links to statistical physics and computer science are mentioned where appropriate. Elementary and advanced results on the structure of landscapes are described with a focus on features that are relevant to evolutionary searches, such as the number of local maxima and the existence of fitness-monotonic paths. The recent discovery of submodularity as a biologically meaningful property of fitness landscapes and its consequences for their accessibility is discussed in detail.",2025-10-10,2025-02-09,"https://doi.org/10.48550/arXiv:2502.05896"
"arXiv:2503.00008","An Efficient Algorithm for Determining the Equivalence of Zero-one Reaction Networks","Yue Jiao, Xiaoxian Tang","Zero-one reaction networks play a crucial role in cell signaling. Determining the equivalence of reaction networks is a fundamental computational problem in the field of chemical reaction networks. In this work, we develop an efficient method for determining the equivalence of zero-one networks. The efficiency comes from several criteria for determining the equivalence of the steady-state ideals arising from zero-one networks, which helps for cutting down the expenses on computing Grobner bases. Experiments show that our method can successfully classify over three million networks according to their equivalence in a reasonable time.",2025-02-16,2025-02-16,"https://doi.org/10.48550/arXiv:2503.00008"
"arXiv:2503.00016","Time-Irreversible Quantum-Classical Dynamics of Molecular Models in the Brain","Alessandro Sergi, Antonino Messina, Rosalba Saija, Gabriella Martino, Maria Teresa Caccamo, Min-Fang Kuo, Michael A. Nitsche","This manuscript aims to illustrate a quantum-classical dissipative theory (suited to be converted to effective algorithms for numerical simulations) within the long-term project of studying molecular processes in the brain. Other approaches, briefly sketched in the text, have advocated the need to deal with both quantum and classical dynamic variables when studying the brain. At variance with these other frameworks, the manuscript's formalism allows us to explicitly treat the classical dynamical variables. The theory must be dissipative not because of formal requirements but because brain processes appear to be dissipative at the molecular, physiological, and high functional levels. We discuss theoretically that using Brownian dynamics or the Nosè-Hoover-Chain thermostat to perform computer simulations provides an effective way to introduce an arrow of time for open quantum systems in a classical environment. In the future, We plan to study classical models of neurons and astrocytes, as well as their networks, coupled to quantum dynamical variables describing, e.g., nuclear and electron spins, HOMO and LUMO orbitals of phenyl and indole rings, ion channels, and tunneling protons.",2025-02-18,2025-02-18,"https://doi.org/10.48550/arXiv:2503.00016"
"arXiv:2503.00048","Dynamical analysis of an HIV infection model including quiescent cells and immune response","Ibrahim Nali, Attila Dénes, Abdessamad Tridane, Xueyong Zhou","This research gives a thorough examination of an HIV infection model that includes quiescent cells and immune response dynamics in the host. The model, represented by a system of ordinary differential equations, captures the complex interaction between the host's immune response and viral infection. The study focuses on the model's fundamental aspects, such as equilibrium analysis, computing the basic reproduction number $\mathcal{R}_0$, stability analysis, bifurcation phenomena, numerical simulations, and sensitivity analysis.The analysis reveals both an infection equilibrium, which indicates the persistence of the illness, and an infection-free equilibrium, which represents disease control possibilities. Applying matrix-theoretical approaches, stability analysis proved that the infection-free equilibrium is both locally and globally stable for $\mathcal{R}_0 < 1$. For the situation of $\mathcal{R}_0 > 1$, the infection equilibrium is locally asymptotically stable via the Routh--Hurwitz criterion. We also studied the uniform persistence of the infection, demonstrating that the infection remains present above a positive threshold under certain conditions. The study also found a transcritical forward-type bifurcation at $\mathcal{R}_0 = 1$, indicating a critical threshold that affects the system's behavior. The model's temporal dynamics are studied using numerical simulations, and sensitivity analysis identifies the most significant variables by assessing the effects of parameter changes on system behavior.",2025-02-26,2025-02-26,"https://doi.org/10.48550/arXiv:2503.00048"
"arXiv:2503.00089","Protein Structure Tokenization: Benchmarking and New Recipe","Xinyu Yuan, Zichen Wang, Marcus Collins, Huzefa Rangwala","Recent years have witnessed a surge in the development of protein structural tokenization methods, which chunk protein 3D structures into discrete or continuous representations. Structure tokenization enables the direct application of powerful techniques like language modeling for protein structures, and large multimodal models to integrate structures with protein sequences and functional texts. Despite the progress, the capabilities and limitations of these methods remain poorly understood due to the lack of a unified evaluation framework. We first introduce StructTokenBench, a framework that comprehensively evaluates the quality and efficiency of structure tokenizers, focusing on fine-grained local substructures rather than global structures, as typical in existing benchmarks. Our evaluations reveal that no single model dominates all benchmarking perspectives. Observations of codebook under-utilization led us to develop AminoAseed, a simple yet effective strategy that enhances codebook gradient updates and optimally balances codebook size and dimension for improved tokenizer utilization and quality. Compared to the leading model ESM3, our method achieves an average of 6.31% performance improvement across 24 supervised tasks, with sensitivity and utilization rates increased by 12.83% and 124.03%, respectively. Source code and model weights are available at this https URL",2025-06-24,2025-02-28,"https://doi.org/10.48550/arXiv:2503.00089"
"arXiv:2503.00096","BixBench: a Comprehensive Benchmark for LLM-based Agents in Computational Biology","Ludovico Mitchener, Jon M Laurent, Alex Andonian, Benjamin Tenmann, Siddharth Narayanan, Geemi P Wellawatte, Andrew White, Lorenzo Sani, Samuel G Rodriques","Large Language Models (LLMs) and LLM-based agents show great promise in accelerating scientific research. Existing benchmarks for measuring this potential and guiding future development continue to evolve from pure recall and rote knowledge tasks, towards more practical work such as literature review and experimental planning. Bioinformatics is a domain where fully autonomous AI-driven discovery may be near, but no extensive benchmarks for measuring progress have been introduced to date. We therefore present the Bioinformatics Benchmark (BixBench), a dataset comprising over 50 real-world scenarios of practical biological data analysis with nearly 300 associated open-answer questions designed to measure the ability of LLM-based agents to explore biological datasets, perform long, multi-step analytical trajectories, and interpret the nuanced results of those analyses. We evaluate the performance of two frontier LLMs (GPT-4o and Claude 3.5 Sonnet) using a custom agent framework we open source. We find that even the latest frontier models only achieve 17% accuracy in the open-answer regime, and no better than random in a multiple-choice setting. By exposing the current limitations of frontier models, we hope BixBench can spur the development of agents capable of conducting rigorous bioinformatic analysis and accelerate scientific discovery.",2025-10-08,2025-02-28,"https://doi.org/10.48550/arXiv:2503.00096"
"arXiv:2503.00143","RecCrysFormer: Refined Protein Structural Prediction from 3D Patterson Maps via Recycling Training Runs","Tom Pan, Evan Dramko, Mitchell D. Miller, George N. Phillips Jr., Anastasios Kyrillidis","Determining protein structures at an atomic level remains a significant challenge in structural biology. We introduce $\texttt{RecCrysFormer}$, a hybrid model that exploits the strengths of transformers with the aim of integrating experimental and ML approaches to protein structure determination from crystallographic data. $\texttt{RecCrysFormer}$ leverages Patterson maps and incorporates known standardized partial structures of amino acid residues to directly predict electron density maps, which are essential for constructing detailed atomic models through crystallographic refinement processes. $\texttt{RecCrysFormer}$ benefits from a ``recycling'' training regimen that iteratively incorporates results from crystallographic refinements and previous training runs as additional inputs in the form of template maps. Using a preliminary dataset of synthetic peptide fragments based on Protein Data Bank, $\texttt{RecCrysFormer}$ achieves good accuracy in structural predictions and shows robustness against variations in crystal parameters, such as unit cell dimensions and angles.",2025-02-28,2025-02-28,"https://doi.org/10.48550/arXiv:2503.00143"
"arXiv:2503.00165","Leveraging Sequence Purification for Accurate Prediction of Multiple Conformational States with AlphaFold2","Enming Xing, Junjie Zhang, Shen Wang, Xiaolin Cheng","AlphaFold2 (AF2) has transformed protein structure prediction by harnessing co-evolutionary constraints embedded in multiple sequence alignments (MSAs). MSAs not only encode static structural information, but also hold critical details about protein dynamics, which underpin biological functions. However, these subtle co-evolutionary signatures, which dictate conformational state preferences, are often obscured by noise within MSA data and thus remain challenging to decipher. Here, we introduce AF-ClaSeq, a systematic framework that isolates these co-evolutionary signals through sequence purification and iterative enrichment. By extracting sequence subsets that preferentially encode distinct structural states, AF-ClaSeq enables high-confidence predictions of alternative conformations. Our findings reveal that the successful sampling of alternative states depends not on MSA depth but on sequence purity. Intriguingly, purified sequences encoding specific structural states are distributed across phylogenetic clades and superfamilies, rather than confined to specific lineages. Expanding upon AF2's transformative capabilities, AF-ClaSeq provides a powerful approach for uncovering hidden structural plasticity, advancing allosteric protein and drug design, and facilitating dynamics-based protein function annotation.",2025-02-28,2025-02-28,"https://doi.org/10.48550/arXiv:2503.00165"
"arXiv:2503.00197","Unveiling sex dimorphism in the healthy cardiac anatomy: fundamental differences between male and female heart shapes","Beatrice Moscoloni, Cameron Beeche, Julio A. Chirinos, Patrick Segers, Mathias Peirlinck","Sex-based differences in cardiovascular disease are well documented, yet the precise nature and extent of these discrepancies in cardiac anatomy remain incompletely understood. Traditional scaling models often fail to capture the interplay of age, blood pressure, and body size, prompting a more nuanced investigation. Here, we employ statistical shape modeling in a healthy subset (n=456) of the UK Biobank to explore sex-specific variations in biventricular anatomy. We reconstruct 3D meshes and perform multivariate analyses of shape coefficients, controlling for age, blood pressure, and various body size metrics. Our findings reveal that sex alone explains at least 25 percent of morphological variability, with strong discrimination between men and women (AUC=0.96-0.71) persisting even after correction for confounders. Notably, the most discriminative modes highlight pronounced differences in cardiac chamber volumes, the anterior-posterior width of the right ventricle, and the relative positioning of the cardiac chambers. These results underscore that sex has a fundamental influence on cardiac morphology, which may have important clinical implications for differing cardiac structural assessments in men and women. Future work should investigate how these anatomical differences manifest in various cardiovascular conditions, ultimately paving the way for more precise risk stratification and personalized therapeutic strategies for both men and women.",2025-02-28,2025-02-28,"https://doi.org/10.48550/arXiv:2503.00197"
"arXiv:2503.00648","T-cell receptor specificity landscape revealed through de novo peptide design","Gian Marco Visani, Michael N. Pun, Anastasia A. Minervina, Philip Bradley, Paul Thomas, Armita Nourmohammad","T-cells play a key role in adaptive immunity by mounting specific responses against diverse pathogens. An effective binding between T-cell receptors (TCRs) and pathogen-derived peptides presented on Major Histocompatibility Complexes (MHCs) mediate an immune response. However, predicting these interactions remains challenging due to limited functional data on T-cell reactivities. Here, we introduce a computational approach to predict TCR interactions with peptides presented on MHC class I alleles, and to design novel immunogenic peptides for specified TCR-MHC complexes. Our method leverages HERMES, a structure-based, physics-guided machine learning model trained on the protein universe to predict amino acid preferences based on local structural environments. Despite no direct training on TCR-pMHC data, the implicit physical reasoning in HERMES enables us to make accurate predictions of both TCR-pMHC binding affinities and T-cell activities across diverse viral epitopes and cancer neoantigens, achieving up to 0.72 correlation with experimental data. Leveraging our TCR recognition model, we develop a computational protocol for de novo design of immunogenic peptides. Through experimental validation in three TCR-MHC systems targeting viral and cancer peptides, we demonstrate that our designs -- with up to five substitutions from the native sequence -- activate T-cells at success rates of up to 50%. Lastly, we use our generative framework to quantify the diversity of the peptide recognition landscape for various TCR-MHC complexes, offering key insights into T-cell specificity in both humans and mice. Our approach provides a platform for immunogenic peptide and neoantigen design, as well as for evaluating TCR specificity, offering a computational framework to inform design of engineered T-cell therapies and vaccines.",2025-09-04,2025-03-01,"https://doi.org/10.48550/arXiv:2503.00648"
"arXiv:2503.00655","Implicit Generative Modeling by Kernel Similarity Matching","Shubham Choudhary, Paul Masset, Demba Ba","Understanding how the brain encodes stimuli has been a fundamental problem in computational neuroscience. Insights into this problem have led to the design and development of artificial neural networks that learn representations by incorporating brain-like learning abilities. Recently, learning representations by capturing similarity between input samples has been studied to tackle this problem. This approach, however, has thus far been used to only learn downstream features from an input and has not been studied in the context of a generative paradigm, where one can map the representations back to the input space, incorporating not only bottom-up interactions (stimuli to latent) but also learning features in a top-down manner (latent to stimuli). We investigate a kernel similarity matching framework for generative modeling. Starting with a modified sparse coding objective for learning representations proposed in prior work, we demonstrate that representation learning in this context is equivalent to maximizing similarity between the input kernel and a latent kernel. We show that an implicit generative model arises from learning the kernel structure in the latent space and show how the framework can be adapted to learn manifold structures, potentially providing insights as to how task representations can be encoded in the brain. To solve the objective, we propose a novel Alternate Direction Method of Multipliers (ADMM) based algorithm and discuss the interpretation of the optimization process. Finally, we discuss how this representation learning problem can lead towards a biologically plausible architecture to learn the model parameters that ties together representation learning using similarity matching (a bottom-up approach) with predictive coding (a top-down approach).",2025-12-03,2025-03-01,"https://doi.org/10.48550/arXiv:2503.00655"
"arXiv:2503.00776","Validity of the total quasi-steady-state approximation in stochastic biochemical reaction networks","Yun Min Song, Kangmin Lee, Jae Kyoung Kim","Stochastic models for biochemical reaction networks are widely used to explore their complex dynamics but face significant challenges, including difficulties in determining rate constants and high computational costs. To address these issues, model reduction approaches based on deterministic quasi-steady-state approximations (QSSA) have been employed, resulting in propensity functions in the form of deterministic non-elementary reaction functions, such as the Michaelis-Menten equation. In particular, the total QSSA (tQSSA), known for its accuracy in deterministic frameworks, has been perceived as universally valid for stochastic model reduction. However, recent studies have challenged this perception. In this review, we demonstrate that applying tQSSA in stochastic model reduction can distort dynamics, even in cases where the deterministic tQSSA is rigorously valid. This highlights the need for caution when using deterministic QSSA in stochastic model reduction to avoid erroneous conclusions from model simulations.",2025-03-02,2025-03-02,"https://doi.org/10.48550/arXiv:2503.00776"
"arXiv:2503.00913","Applying computational protein design to therapeutic antibody discovery -- current state and perspectives","Weronika Bielska, Igor Jaszczyszyn, Pawel Dudzic, Bartosz Janusz, Dawid Chomicz, Sonia Wrobel, Victor Greiff, Ryan Feehan, Jared Adolf-Bryfogle, Konrad Krawczyk","Machine learning applications in protein sciences have ushered in a new era for designing molecules in silico. Antibodies, which currently form the largest group of biologics in clinical use, stand to benefit greatly from this shift. Despite the proliferation of these protein design tools, their direct application to antibodies is often limited by the unique structural biology of these molecules. Here, we review the current computational methods for antibody design, highlighting their role in advancing computational drug discovery.",2025-03-02,2025-03-02,"https://doi.org/10.48550/arXiv:2503.00913"
"arXiv:2503.01179","Algebraic approaches for the decomposition of reaction networks and the determination of existence and number of steady states","Joseph M. Sauder, Bruce P. Ayati, Ryan Kinser","Chemical reaction network theory provides powerful tools for rigorously understanding chemical reactions and the dynamical systems and differential equations that represent them. A frequent issue with mathematical analyses of these networks is the reliance on explicit parameter values which in many cases cannot be determined experimentally. This can make analyzing a dynamical system infeasible, particularly when the size of the system is large. One approach is to analyze subnetworks of the full network and use the results for a full analysis.Our focus is on the equilibria of reaction networks. Gröbner basis computation is a useful approach for solving the polynomial equations which correspond to equilibria of a dynamical system. We identify a class of networks for which Gröbner basis computations of subnetworks can be used to reconstruct the more expensive Gröbner basis computation of the whole network. We compliment this result with tools to determine if a steady state can exist, and if so, how many.",2025-03-03,2025-03-03,"https://doi.org/10.48550/arXiv:2503.01179"
"arXiv:2503.01226","Dementia Insights: A Context-Based MultiModal Approach","Sahar Sinene Mehdoui, Abdelhamid Bouzid, Daniel Sierra-Sosa, Adel Elmaghraby","Dementia, a progressive neurodegenerative disorder, affects memory, reasoning, and daily functioning, creating challenges for individuals and healthcare systems. Early detection is crucial for timely interventions that may slow disease progression. Large pre-trained models (LPMs) for text and audio, such as Generative Pre-trained Transformer (GPT), Bidirectional Encoder Representations from Transformers (BERT), and Contrastive Language-Audio Pretraining (CLAP), have shown promise in identifying cognitive impairments. However, existing studies generally rely heavily on expert-annotated datasets and unimodal approaches, limiting robustness and scalability. This study proposes a context-based multimodal method, integrating both text and audio data using the best-performing LPMs in each modality. By incorporating contextual embeddings, our method improves dementia detection performance. Additionally, motivated by the effectiveness of contextual embeddings, we further experimented with a context-based In-Context Learning (ICL) as a complementary technique. Results show that GPT-based embeddings, particularly when fused with CLAP audio features, achieve an F1-score of $83.33\%$, surpassing state-of-the-art dementia detection models. Furthermore, raw text data outperforms expert-annotated datasets, demonstrating that LPMs can extract meaningful linguistic and acoustic patterns without extensive manual labeling. These findings highlight the potential for scalable, non-invasive diagnostic tools that reduce reliance on costly annotations while maintaining high accuracy. By integrating multimodal learning with contextual embeddings, this work lays the foundation for future advancements in personalized dementia detection and cognitive health research.",2025-03-03,2025-03-03,"https://doi.org/10.48550/arXiv:2503.01226"
"arXiv:2503.01250","A Study on the Specialist Predator with the Allee Effect on the Prey","Tanmay Das, Mahatsab Mandal","Predator-prey models in theoretical ecology have a long and complex history, spanning decades of research. Most of the models rely upon simple reproduction and mortality rates associated with different types of functional responses. A key development in this field occurred with the introduction of a density dependent reproduction rate, originally introduced by Allee. In this manuscript, a new function representing the Allee effect is introduced and justified from the ecological point of view. This paper aims to analyze predator-prey models incorporating Holling type-I and II functional responses, influenced by this new Allee function. A rich dynamics shows up in the presence of the said function, including the emergence of the limit cycles through the Hopf bifurcation for a particular parameter domain.",2025-03-03,2025-03-03,"https://doi.org/10.48550/arXiv:2503.01250"
"arXiv:2503.01376","Pushing the boundaries of Structure-Based Drug Design through Collaboration with Large Language Models","Bowen Gao, Yanwen Huang, Yiqiao Liu, Wenxuan Xie, Wei-Ying Ma, Ya-Qin Zhang, Yanyan Lan","Structure-Based Drug Design (SBDD) has revolutionized drug discovery by enabling the rational design of molecules for specific protein targets. Despite significant advancements in improving docking scores, advanced 3D-SBDD generative models still face challenges in producing drug-like candidates that meet medicinal chemistry standards and pharmacokinetic requirements. These limitations arise from their inherent focus on molecular interactions, often neglecting critical aspects of drug-likeness. To address these shortcomings, we introduce the Collaborative Intelligence Drug Design (CIDD) framework, which combines the structural precision of 3D-SBDD models with the chemical reasoning capabilities of large language models (LLMs). CIDD begins by generating supporting molecules with 3D-SBDD models and then refines these molecules through LLM-supported modules to enhance drug-likeness and structural reasonability. When evaluated on the CrossDocked2020 dataset, CIDD achieved a remarkable success ratio of 37.94%, significantly outperforming the previous state-of-the-art benchmark of 15.72%. Although improving molecular interactions and drug-likeness is often seen as a trade-off, CIDD uniquely achieves a balanced improvement in both by leveraging the complementary strengths of different models, offering a robust and innovative pathway for designing therapeutically promising drug candidates.",2025-03-03,2025-03-03,"https://doi.org/10.48550/arXiv:2503.01376"
"arXiv:2503.01459","Primer C-VAE: An interpretable deep learning primer design method to detect emerging virus variants","Hanyu Wang, Emmanuel K. Tsinda, Anthony J. Dunn, Francis Chikweto, Alain B. Zemkoho","Motivation: PCR is more economical and quicker than Next Generation Sequencing for detecting target organisms, with primer design being a critical step. In epidemiology with rapidly mutating viruses, designing effective primers is challenging. Traditional methods require substantial manual intervention and struggle to ensure effective primer design across different strains. For organisms with large, similar genomes like Escherichia coli and Shigella flexneri, differentiating between species is also difficult but crucial.Results: We developed Primer C-VAE, a model based on a Variational Auto-Encoder framework with Convolutional Neural Networks to identify variants and generate specific primers. Using SARS-CoV-2, our model classified variants (alpha, beta, gamma, delta, omicron) with 98% accuracy and generated variant-specific primers. These primers appeared with >95% frequency in target variants and <5% in others, showing good performance in in-silico PCR tests. For Alpha, Delta, and Omicron, our primer pairs produced fragments <200 bp, suitable for qPCR detection. The model also generated effective primers for organisms with longer gene sequences like E. coli and S. flexneri.Conclusion: Primer C-VAE is an interpretable deep learning approach for developing specific primer pairs for target organisms. This flexible, semi-automated and reliable tool works regardless of sequence completeness and length, allowing for qPCR applications and can be applied to organisms with large and highly similar genomes.",2025-03-03,2025-03-03,"https://doi.org/10.48550/arXiv:2503.01459"
"arXiv:2503.01761","A comprehensive and reliable protocol for manual segmentation of the human claustrum using high-resolution MRI","Steven Seung-Suk Kang, Joseph Bodenheimer, Kayley Morris, Tracey Butler","The claustrum is a thin gray matter structure in each brain hemisphere, characterized by exceptionally high connectivity with nearly all brain regions. Despite extensive animal studies on its anatomy and function and growing evidence of claustral deficits in neuropsychiatric disorders, its specific roles in normal and abnormal human brain function remain largely unknown. This is primarily due to its thin and complex morphology, which limits accurate anatomical delineation and neural activity isolation in conventional in vivo neuroimaging. To facilitate future neuroimaging studies, we developed a comprehensive and reliable manual segmentation protocol based on a cellular-resolution brain atlas and high-resolution (0.7^3 mm) MRI data. The protocols involve detailed guidelines to delineate the entire claustrum, including the inferior parts that have not been clearly described in earlier MRI studies. Additionally, we propose a geometric method to parcellate the claustrum into three subregions (the dorsal, ventral, and temporal claustrum) along the superior-to-inferior axis. The mean bilateral claustrum volume in 10 young adults was 3307.5 mm^3, approximately 0.21% of total intracranial volume. Our segmentation protocol demonstrated high inter- and intra-rater reliability (ICC > 0.89, DSC > 0.85), confirming its replicability. This comprehensive and reliable manual segmentation protocol offers a robust foundation for anatomically precise neuroimaging investigations of the human claustrum.",2025-05-15,2025-03-03,"https://doi.org/10.48550/arXiv:2503.01761"
"arXiv:2503.01834","Intercellular contact is sufficient to drive Fibroblast to Myofibroblast transitions","Vasuretha Chandar, Benjamin M. Goykadosh, Harikrishnan Parameswaran","Fibroblast cells play a key role in maintaining the extracellular matrix. During wound healing, fibroblasts differentiate into highly contractile myofibroblasts, which secrete extracellular matrix proteins like collagen to facilitate tissue repair. Under normal conditions, myofibroblasts undergo programmed cell death after healing to prevent excessive scar formation. However, in diseases like fibrosis, the myofibroblasts remain active even after the wound is closed, resulting in excessive collagen buildup and a stiff, fibrotic matrix. The reasons for the persistence of myofibroblasts in fibrosis are not well understood. Here we show the existence of a mechanism where direct physical contact between a fibroblast and a myofibroblast is sufficient for fibroblasts to transition into myofibroblasts. We show that fibroblast-myofibroblast transition can occur even in the absence of known biochemical cues such as growth factor activation or mechanical cues from a stiff, fibrotic matrix. Further, we show that contact-based fibroblast-myofibroblast activation can be blocked by G{\alpha}q/11/14 inhibitor FR9003591, which inhibits the formation of myofibroblasts. These findings offer new insights into the persistence of fibrosis despite therapeutic interventions and suggest a potential strategy to target fibroblast-to-myofibroblast transition in fibrosis.",2025-03-29,2025-03-03,"https://doi.org/10.48550/arXiv:2503.01834"
"arXiv:2503.01910","dyAb: Flow Matching for Flexible Antibody Design with AlphaFold-driven Pre-binding Antigen","Cheng Tan, Yijie Zhang, Zhangyang Gao, Yufei Huang, Haitao Lin, Lirong Wu, Fandi Wu, Mathieu Blanchette, Stan. Z. Li","The development of therapeutic antibodies heavily relies on accurate predictions of how antigens will interact with antibodies. Existing computational methods in antibody design often overlook crucial conformational changes that antigens undergo during the binding process, significantly impacting the reliability of the resulting antibodies. To bridge this gap, we introduce dyAb, a flexible framework that incorporates AlphaFold2-driven predictions to model pre-binding antigen structures and specifically addresses the dynamic nature of antigen conformation changes. Our dyAb model leverages a unique combination of coarse-grained interface alignment and fine-grained flow matching techniques to simulate the interaction dynamics and structural evolution of the antigen-antibody complex, providing a realistic representation of the binding process. Extensive experiments show that dyAb significantly outperforms existing models in antibody design involving changing antigen conformations. These results highlight dyAb's potential to streamline the design process for therapeutic antibodies, promising more efficient development cycles and improved outcomes in clinical applications.",2025-03-01,2025-03-01,"https://doi.org/10.48550/arXiv:2503.01910"
"arXiv:2503.01994","Fungal Genetic Variants in Oceanic Environments","Sade A. Davenport (1), Scott H. Harrison (2) ((1) Intelligence Community Postdoctoral Research Fellowship Program and North Carolina Agricultural and Technical State University, (2) Department of Biology, North Carolina Agricultural and Technical State University)","Comparing specific types of organisms as they are found across environmental conditions has helped inform how genes and gene products of these organisms relate to phenotypes and adaptation. In this study, we examine metatranscriptomic data as found for oceanic fungi across different oceanic sampling sites. A specific set of three genes was chosen for evaluation based on conserved orthology, known association with core physiological processes in fungi, and level of abundance within oceanic metatranscriptomic data. We report upon a potential association of genetic variance with environmental conditions of iron, salt and phosphate in oceanic waters based on heatmap visualization and PERMANOVA analysis.",2025-03-03,2025-03-03,"https://doi.org/10.48550/arXiv:2503.01994"
"arXiv:2503.02058","RiboGen: RNA Sequence and Structure Co-Generation with Equivariant MultiFlow","Dana Rubin, Allan dos Santos Costa, Manvitha Ponnapati, Joseph Jacobson","Ribonucleic acid (RNA) plays fundamental roles in biological systems, from carrying genetic information to performing enzymatic function. Understanding and designing RNA can enable novel therapeutic application and biotechnological innovation. To enhance RNA design, in this paper we introduce RiboGen, the first deep learning model to simultaneously generate RNA sequence and all-atom 3D structure. RiboGen leverages the standard Flow Matching with Discrete Flow Matching in a multimodal data representation. RiboGen is based on Euclidean Equivariant neural networks for efficiently processing and learning three-dimensional geometry. Our experiments show that RiboGen can efficiently generate chemically plausible and self-consistent RNA samples, suggesting that co-generation of sequence and structure is a competitive approach for modeling RNA.",2025-11-27,2025-03-03,"https://doi.org/10.48550/arXiv:2503.02058"
"arXiv:2503.02351","MindSimulator: Exploring Brain Concept Localization via Synthetic FMRI","Guangyin Bao, Qi Zhang, Zixuan Gong, Zhuojia Wu, Duoqian Miao","Concept-selective regions within the human cerebral cortex exhibit significant activation in response to specific visual stimuli associated with particular concepts. Precisely localizing these regions stands as a crucial long-term goal in neuroscience to grasp essential brain functions and mechanisms. Conventional experiment-driven approaches hinge on manually constructed visual stimulus collections and corresponding brain activity recordings, constraining the support and coverage of concept localization. Additionally, these stimuli often consist of concept objects in unnatural contexts and are potentially biased by subjective preferences, thus prompting concerns about the validity and generalizability of the identified regions. To address these limitations, we propose a data-driven exploration approach. By synthesizing extensive brain activity recordings, we statistically localize various concept-selective regions. Our proposed MindSimulator leverages advanced generative technologies to learn the probability distribution of brain activity conditioned on concept-oriented visual stimuli. This enables the creation of simulated brain recordings that reflect real neural response patterns. Using the synthetic recordings, we successfully localize several well-studied concept-selective regions and validate them against empirical findings, achieving promising prediction accuracy. The feasibility opens avenues for exploring novel concept-selective regions and provides prior hypotheses for future neuroscience research.",2025-03-04,2025-03-04,"https://doi.org/10.48550/arXiv:2503.02351"
